drug_id,batch_rfid,qr_code_id,hospital_id,region,supply_chain_event,stock_quantity,demand_quantity,status,expiry_date,temperature_celsius,cost_usd,compliance_score
D51998,62474A86-223,3f22e58f-1e43-4edc-ac70-4ed4ea86f255,H0037,East,Requested_By_Pharmacy,105,312,Shortage,10/16/2026,4.21,38.86,0.535
D51999,E1B99F04-1C7,4273c644-c0ac-49bb-bea0-687c32bb8a39,H0053,South,Delivered,236,8,Surplus,9/9/2026,6.22,87.92,0.49
D52000,3AFFF323-DCC,31c6ba62-b544-4773-869e-998a30e69e4c,H0006,Central,Received_From_Distributor,388,303,Surplus,2/18/2027,11.09,89.63,0.551
D52001,EACBED9D-283,be7dd6bd-04c4-4d7b-b76d-e6bf316319a3,H0039,East,ColdChain_Validated,48,44,Surplus,8/1/2026,11.82,112.81,0.341
D52002,7BE33024-235,10480465-bb64-4535-9620-150dde2f508c,H0075,South,ColdChain_Validated,311,234,Surplus,8/20/2027,10.95,157.59,0.731
D52003,205C27E9-D9E,fee90040-5783-404f-a500-1b5d51c3d230,H0089,West,Delivered,38,381,Shortage,5/14/2027,3.17,97.07,0.718
D52004,6AA94D0B-85A,b386b3e0-cff4-42d3-8cef-e713e803f683,H0062,South,Requested_By_Pharmacy,455,290,Surplus,12/8/2026,9.83,10.02,0.506
D52005,A3F23491-3C4,ba5fab7a-0860-44d5-9f70-95379c229ba7,H0082,North,Received_From_Distributor,486,142,Surplus,1/3/2027,9.99,155.37,0.528
D52006,AEAD23FF-B61,f7a3d410-069a-4eb0-9bb1-8fb3a4ec4d29,H0086,South,Dispatched_For_Transfer,327,107,Surplus,10/28/2027,7.37,21.02,0.87
D52007,07D32553-98B,b1f6fcff-fb71-478a-baa1-f24a21cd0963,H0060,West,Delivered,254,11,Surplus,12/16/2027,8.86,130.1,0.888
D52008,BB5162A4-814,2790eb93-1bd4-4d9b-9d2a-a4ed9b7ad64a,H0041,North,Dispatched_For_Transfer,245,168,Surplus,11/5/2026,10.96,161.67,0.451
D52009,9A6F4634-69F,04b48b13-5ec2-4907-9c1e-9f69e989a30e,H0078,South,Received_From_Distributor,194,423,Shortage,12/1/2026,11.94,60.12,0.457
D52010,A7974D81-73C,83c3c854-b7a6-4bab-a4f5-8e47e5ebed1e,H0010,South,Dispatched_For_Transfer,281,427,Shortage,11/11/2027,1.44,92.58,0.86
D52011,9D677D1C-6E7,b1e300df-ff28-44a5-9896-043bd0974b0c,H0081,East,Delivered,449,424,Surplus,6/7/2026,3.83,7.8,0.4
D52012,66AEBA51-2DE,09fa1ebf-50b6-4678-90aa-a7676388b285,H0093,East,Delivered,245,369,Shortage,8/7/2027,11.28,161.76,0.712
D52013,FC5D2B9C-6E9,433f8abc-c5a9-4502-bf2d-a82635f701e0,H0070,East,Stored_In_Inventory,248,280,Shortage,4/14/2027,4.62,142.14,0.718
D52014,658E0315-B40,6d4097c4-c6c0-47db-922f-311736c9f569,H0007,Central,Received_From_Distributor,386,53,Surplus,3/31/2026,2.17,50.12,0.301
D52015,06AC84A3-579,ce828552-6006-4c95-b738-12fa1eaf3162,H0005,East,Stored_In_Inventory,275,100,Surplus,8/20/2026,4.45,81.09,0.484
D52016,0D9F2B49-64F,47090649-a8ab-4c9b-afce-5a4fe57ec0e6,H0027,East,Quality_Checked,423,63,Surplus,7/2/2026,6.7,140.59,0.414
D52017,2AFEB366-895,5cde838f-096e-4df7-891e-d1e3e7e7ad7d,H0035,West,ColdChain_Validated,418,235,Surplus,6/5/2026,5.25,74.84,0.417
D52018,66AF1717-916,f11123fe-a19f-4096-867e-61f8262635f9,H0055,East,Temperature_Alert,368,181,Surplus,6/27/2027,9.67,36.67,0.704
D52019,249E640D-46B,eecba536-bebe-407e-b220-d9abf8aec1c6,H0017,South,Requested_By_Pharmacy,349,94,Surplus,4/4/2026,7.72,106.11,0.307
D52020,E1DB6FEE-E3B,1cc17dba-7203-4e2e-b4f6-3f47ea3158bf,H0007,East,ColdChain_Validated,398,286,Surplus,1/5/2027,5.78,146.1,0.614
D52021,F83D39D7-B9C,6f659507-676f-4342-b981-be2c72824357,H0061,North,Received_From_Distributor,74,40,Surplus,2/24/2027,11.97,67.56,0.539
D52022,EB9742AD-69E,b23888bc-02d6-4654-892c-00567871137d,H0065,North,ColdChain_Validated,487,175,Surplus,5/31/2026,10.75,28.75,0.302
D52023,A6A3C191-EA1,63d0e709-b116-47d6-ab05-2be91a422ed9,H0015,East,Dispatched_For_Transfer,186,130,Surplus,8/19/2026,10.48,166.76,0.385
D52024,797F277C-E83,739277fd-346e-486c-8897-5181bf50c308,H0058,South,Quality_Checked,12,303,Shortage,11/21/2027,7.24,54.3,0.896
D52025,1AF67CB4-AE4,74c8c2e3-efd1-429a-835b-f5e5a5195fc5,H0049,Central,Dispatched_For_Transfer,438,359,Surplus,4/3/2027,9.58,105,0.624
D52026,B80D39A1-C00,e4d2d36d-2bca-4358-ad03-d498dd8e1cf4,H0075,East,Received_From_Distributor,151,208,Shortage,4/11/2027,4.69,139.81,0.717
D52027,6662FDCB-08D,34ca64fe-1c13-40fd-a5f8-aedcacc4861e,H0052,North,Dispatched_For_Transfer,385,293,Surplus,6/9/2027,4.63,66.83,0.773
D52028,6F0DD8A7-A7B,bf636d2e-79b9-41c2-b567-d5bac0b01421,H0026,South,Quality_Checked,167,360,Shortage,9/20/2027,10.81,131.48,0.764
D52029,75C973EA-5D8,82d40ff6-e1af-41e4-923d-9457c85ca572,H0043,Central,Quality_Checked,333,101,Surplus,5/21/2026,7.57,94.64,0.356
D52030,D1C053C7-AEF,7f57e8a6-7e4a-4a70-9bd0-def6bcca9cf8,H0053,East,ColdChain_Validated,155,242,Shortage,11/18/2026,4.78,116.24,0.579
D52031,AB1F2F28-C96,d060fb2a-7cf5-4a23-8abf-13060823a205,H0056,Central,Delivered,455,177,Surplus,3/31/2026,10.3,120.16,0.251
D52032,FFA6B8F9-899,f8f91394-e887-4b5b-b695-8f696df59a2e,H0078,West,Temperature_Alert,302,305,Shortage,4/23/2027,5.87,165.71,0.717
D52033,55F1F37E-622,9cb15fae-ad93-4881-8903-06637d2ff07f,H0077,West,Delivered,162,92,Surplus,10/8/2026,5.4,132.98,0.535
D52034,BA8EAA9C-CAD,74eaef9a-2664-4e86-8656-0471a6616c3f,H0068,South,Received_From_Distributor,441,403,Surplus,12/6/2027,1.29,56.54,0.881
D52035,A4C00EA5-2DF,bafe4e59-0f44-404d-8afb-accd1a59a71b,H0033,Central,Temperature_Alert,202,355,Shortage,7/9/2026,8.47,16.62,0.385
D52036,45796DCB-641,6af59fc5-0e61-4f38-b55c-0323251d4d94,H0014,West,Dispatched_For_Transfer,446,21,Surplus,11/11/2026,6.86,5.39,0.539
D52037,27BEDAC9-C7E,8e75d70b-bbbc-4012-9646-952215513af6,H0077,East,Delivered,472,144,Surplus,4/14/2027,4.43,181.36,0.714
D52038,F1F3A76D-75C,f36d9556-02d3-4aa9-9ead-82001212bd1a,H0017,East,Dispatched_For_Transfer,82,258,Shortage,8/16/2027,2.53,188.71,0.797
D52039,CB5F7B35-B0F,043adf17-a73c-49f8-8625-5473842d188b,H0039,Central,Quality_Checked,408,282,Surplus,6/2/2027,3.01,23.35,0.734
D52040,7E9CCB9E-73D,d9151631-9f70-4369-8764-a638bc73de4e,H0048,West,Expiry_Warning,314,155,Surplus,4/5/2027,3.47,99.98,0.686
D52041,A1A2F572-4A8,c2db65a7-6801-4253-85d1-ef973bb4b7ff,H0006,South,ColdChain_Validated,386,350,Surplus,4/17/2026,10.52,34.56,0.263
D52042,D0818C81-856,a914feef-7aca-4bb2-8952-c5bf71da1324,H0022,East,Requested_By_Pharmacy,353,338,Surplus,9/8/2027,6.29,190.01,0.843
D52043,70E63F22-96B,85d9001e-cdc0-42cd-ae17-c0eaf3776076,H0087,Central,Dispatched_For_Transfer,461,144,Surplus,8/22/2027,8.65,53.13,0.779
D52044,374589DF-B16,d9f46acf-7d1a-4cd4-b3ae-2676e71dbae1,H0037,West,Temperature_Alert,149,118,Surplus,5/2/2026,6.07,102.82,0.367
D52045,4A71EB43-948,c9360dd5-c420-4188-abbc-464447485a88,H0100,South,ColdChain_Validated,196,72,Surplus,11/29/2026,6.21,37.3,0.569
D52046,ECDA6F1A-FEA,79e9a18a-0b25-4143-93e8-5d71558f9373,H0043,East,Temperature_Alert,302,370,Shortage,12/22/2026,10.04,69.89,0.515
D52047,E56C5C39-49B,d2378a53-7133-474f-a095-2710bf1fbb5b,H0045,Central,Quality_Checked,70,183,Shortage,9/22/2027,9.48,57.03,0.793
D52048,1BA41A23-9A9,f72cb6b1-be8a-43e9-ace2-99c78d64c541,H0099,North,ColdChain_Validated,494,129,Surplus,9/1/2027,3.55,97.71,0.833
D52049,294A0AED-C5C,88f56891-b799-4672-b4a6-6de5b234aabd,H0096,Central,Stored_In_Inventory,436,401,Surplus,9/23/2027,7.88,86.86,0.826
D52050,6512D8A1-018,818907c3-f136-451e-8fec-bee57c1a9a0e,H0065,Central,Quality_Checked,389,317,Surplus,11/6/2027,8.48,69.51,0.857
D52051,D7385BEC-1DC,44dc2f6d-4cb8-4301-a66f-55518747e51c,H0004,Central,Quality_Checked,207,315,Shortage,10/26/2027,5.45,25.65,0.906
D52052,2D79070B-750,6ac6dd7e-bd24-4305-a960-2e53faf5f593,H0068,East,Received_From_Distributor,304,342,Shortage,8/6/2026,1.75,99.47,0.417
D52053,17D4CF30-B2D,8464ebd4-1fd4-4dd7-8e4e-ff15e40f1236,H0097,East,Received_From_Distributor,449,367,Surplus,9/2/2027,5.09,170.79,0.861
D52054,8CEB4334-B76,e7990960-c6c9-44fc-b058-5492d6045c12,H0057,East,Expiry_Warning,328,416,Shortage,2/4/2027,4.94,147.39,0.658
D52055,7E7D9668-62F,dedc4a9e-afe9-46d6-ad77-559c73f60af8,H0034,Central,ColdChain_Validated,311,362,Shortage,8/3/2027,8.6,145.51,0.762
D52056,24C060E0-291,4b341827-af46-4dbc-a7ad-211f098f76f9,H0030,Central,Received_From_Distributor,353,237,Surplus,4/11/2027,9.9,76.39,0.625
D52057,F0622BAD-263,531b1f78-38b4-491e-b0d4-f1371dc083fb,H0039,West,Temperature_Alert,20,432,Shortage,4/2/2026,5.36,143.14,0.352
D52058,A28F5759-D0B,27bd98f2-2891-4318-a37a-57bd611d447d,H0079,West,Expiry_Warning,71,151,Shortage,8/26/2027,8.1,95.78,0.794
D52059,9AF5B1C2-03B,3867c06e-5b5b-497d-9c4b-08297ce4dead,H0096,South,Quality_Checked,342,434,Shortage,6/17/2027,8.07,34.3,0.727
D52060,33EA659E-011,1761d391-8913-4ea0-85ac-5cb05f060100,H0090,North,Stored_In_Inventory,235,115,Surplus,6/29/2027,8.13,86.71,0.737
D52061,6691C347-096,9ae137fb-b95f-4c96-b044-6faa6fb48e7b,H0039,East,Expiry_Warning,162,367,Shortage,11/26/2027,7.1,30.88,0.904
D52062,BE9A8C41-714,41c7ef1d-8472-4611-80e0-ff3c70e18a8e,H0072,North,ColdChain_Validated,208,362,Shortage,1/17/2028,7.92,27.32,0.938
D52063,CAB64EB8-CC4,fe632947-8d6c-45b5-b41a-d0ae2fe267df,H0090,East,Delivered,61,242,Shortage,5/28/2026,10.54,9.5,0.303
D52064,78B6BFE9-DCA,6e432199-0dc1-4bd3-b1e2-bcaf2fac32c4,H0017,West,Delivered,269,7,Surplus,8/27/2027,11.14,60.16,0.734
D52065,C98529C6-6EA,4ae4d1fb-dc20-4fe1-a3ca-71ebe0c8e5d1,H0094,South,Requested_By_Pharmacy,68,215,Shortage,8/30/2027,2.01,69.52,0.8
D52066,E090350E-290,ca2221c5-06c0-4ddb-9c2e-171b24fed281,H0099,North,Requested_By_Pharmacy,81,408,Shortage,12/17/2027,1.13,141.39,0.889
D52067,02AC460D-8C4,97cbe7db-196e-4472-8f25-a8730d4f8a22,H0012,Central,Dispatched_For_Transfer,157,29,Surplus,12/12/2027,6.71,109.91,0.927
D52068,C186D8FB-642,7d1a9959-1dfe-44ca-b723-e48316203b41,H0006,West,Received_From_Distributor,358,335,Surplus,9/8/2027,5.54,172.4,0.858
D52069,BD49EA38-286,ad9d7166-2816-43b4-8108-21e855220e62,H0029,South,Expiry_Warning,72,188,Shortage,11/18/2027,5.96,39.41,0.919
D52070,D56198AA-3DC,9fae5f23-5f04-4a00-bd37-aa6d485ba55f,H0014,East,Quality_Checked,319,65,Surplus,6/21/2026,6.04,56.86,0.416
D52071,A0F8278F-7CE,c88e2d86-a61d-406a-b597-f6f6c3d31419,H0001,East,Stored_In_Inventory,382,127,Surplus,11/27/2026,10.85,188.51,0.475
D52072,0B5CBBEE-A63,08de476d-da29-44b3-a446-1cf8ee54849e,H0091,South,Stored_In_Inventory,252,59,Surplus,10/22/2026,8,91.59,0.497
D52073,BFE55CA2-456,5921da55-6408-4510-b2f2-5864432416ca,H0039,East,Quality_Checked,375,167,Surplus,11/19/2027,5.87,158.86,0.921
D52074,9EC2B9FE-17F,47ef1d5c-04df-481f-9fee-5acd20f5b5d3,H0006,East,Received_From_Distributor,339,191,Surplus,4/24/2026,6,100.97,0.361
D52075,D59C184F-802,b9996c65-fb72-4410-ac62-b7450791f920,H0097,Central,Quality_Checked,116,43,Surplus,9/7/2026,10.29,96.86,0.407
D52076,82CB3D40-9D0,f6630047-b5ac-4d4b-8913-6718f62780ea,H0044,East,Stored_In_Inventory,235,189,Surplus,10/9/2026,3.39,33.88,0.512
D52077,EB6368DB-45F,d4c6f8f5-19c8-4605-bd17-91e30466dfdb,H0041,North,Stored_In_Inventory,322,87,Surplus,7/25/2026,1.16,170.98,0.393
D52078,4B375216-68B,153d0be2-9f49-4247-99cc-1e346a5fa3be,H0095,South,Temperature_Alert,227,199,Surplus,7/9/2027,6.26,20.28,0.784
D52079,8B00E482-DA5,3e1926d5-40aa-4880-987d-d6f5a39a8daf,H0032,South,Received_From_Distributor,434,38,Surplus,10/15/2027,11.57,65.5,0.773
D52080,9930A380-9A9,9a47f09e-f61f-4eaf-a0e4-5b6d4792b1d7,H0097,Central,Received_From_Distributor,250,117,Surplus,7/16/2027,9.96,136.33,0.717
D52081,57E621F0-E4E,803405f5-d9d5-4f74-95da-1be15c26393d,H0084,West,Stored_In_Inventory,268,429,Shortage,9/8/2027,5.49,103.92,0.859
D52082,B241F0A9-7EA,962902d1-5928-4c27-ba2c-3a04464c70a4,H0005,West,ColdChain_Validated,385,410,Shortage,10/14/2027,2.93,176.87,0.862
D52083,FB738E7A-BF5,03c66747-49fe-4192-8e03-50edc7a61a7b,H0047,East,Delivered,271,234,Surplus,8/4/2026,7.27,12.66,0.434
D52084,7F9F2B56-21B,c7b562f1-ed88-4563-b306-47e4c02242eb,H0017,South,ColdChain_Validated,14,287,Shortage,2/11/2027,10.68,131.63,0.552
D52085,86E5A7EA-795,4142729e-aa87-4b64-93d8-c0eccdc650d5,H0033,North,Temperature_Alert,270,409,Shortage,10/23/2027,8.89,98.11,0.835
D52086,DD86FF58-CF4,4a40e4d5-9920-4e68-9c4d-834d76e12641,H0042,North,Received_From_Distributor,63,429,Shortage,10/17/2026,6.94,35.09,0.513
D52087,827FEA90-282,f398e0a7-b470-4f42-924d-98df16844f61,H0023,East,ColdChain_Validated,56,291,Shortage,6/27/2026,9.08,149.93,0.361
D52088,914C3518-7AC,7619cbbc-2f40-4432-bfdc-fcb952df480a,H0070,West,ColdChain_Validated,224,159,Surplus,9/27/2027,11.61,85.2,0.755
D52089,AC77887F-AD7,d350477c-9e4f-4180-8ce5-67e1da50203a,H0050,East,Expiry_Warning,186,169,Surplus,12/6/2027,7.08,108.66,0.914
D52090,3E91ADBB-6C4,fc1642d5-124f-4216-932c-42c98dfa7f00,H0029,West,Temperature_Alert,18,186,Shortage,4/1/2027,7.11,193.62,0.671
D52091,D93E13BE-4D0,8d813853-1d52-4587-88f8-94f2d075e767,H0064,Central,Delivered,108,243,Shortage,9/4/2027,6.26,99.81,0.84
D52092,745F0264-1E6,5703f81c-09a5-4965-9ac0-67ee30cc0dcb,H0004,Central,Temperature_Alert,29,141,Shortage,10/23/2026,7.23,165.56,0.513
D52093,B50F4115-0F9,e1996a01-0f28-4cce-b776-2fe70c9cfa36,H0007,Central,Delivered,387,343,Surplus,8/11/2027,7.99,155.07,0.782
D52094,2904DF69-9FF,d08c17e1-8c8f-4e1c-b1f2-3231298819a5,H0079,South,Requested_By_Pharmacy,250,430,Shortage,1/9/2027,3.25,134.24,0.598
D52095,7A16F2F2-0AC,2e73f921-4a4a-4d82-834b-adae73cc2b81,H0062,West,Received_From_Distributor,70,424,Shortage,9/4/2027,7.25,179.88,0.82
D52096,31A3AAA8-7A6,cb1efc56-7ff8-4228-b34c-c14dee77dbec,H0059,West,Delivered,388,270,Surplus,4/19/2027,1.15,54.06,0.654
D52097,FF543E5A-00B,cdc3db8a-80d8-4bfe-a405-93febbc88477,H0021,South,Dispatched_For_Transfer,499,191,Surplus,7/8/2027,11.32,165.05,0.682
D52098,16129CBC-6F9,8c60127b-cc10-4a7b-ad3a-573bc67e75e8,H0016,Central,Stored_In_Inventory,428,44,Surplus,5/17/2027,1.42,78.67,0.686
D52099,7666942F-EE7,b56d75a4-8f40-46b7-ba2b-f2b442e5e010,H0070,South,Dispatched_For_Transfer,187,314,Shortage,10/7/2026,11.54,163.44,0.411
D52100,A67B82BF-2D2,1efae123-87fc-4e62-bcc6-dea216f6c22f,H0013,East,Temperature_Alert,347,171,Surplus,10/22/2027,11.66,101.29,0.778
D52101,7483349F-C5A,9aa4daef-95e7-49d2-bbae-57439319ab15,H0008,Central,Stored_In_Inventory,71,395,Shortage,8/4/2027,6.79,172.25,0.799
D52102,20389B20-1FF,173a2e02-78fa-4519-a8b6-48562c97d19f,H0097,West,Temperature_Alert,154,264,Shortage,11/23/2027,4.66,179.49,0.936
D52103,0293EB54-F1C,adb83a23-20b2-4691-81d3-064e32cf47a6,H0061,East,Temperature_Alert,225,147,Surplus,1/16/2027,3.03,121.54,0.601
D52104,EBDEE0FA-6AD,6f3db26b-e554-434a-8938-a6ae68d89ce2,H0003,East,Expiry_Warning,12,208,Shortage,1/14/2028,2.78,103.99,0.949
D52105,DE6D2AB1-B92,b36e7e0b-41ff-4296-960b-c45c21b95f6c,H0046,Central,Stored_In_Inventory,169,180,Shortage,11/27/2027,3.62,157.74,0.919
D52106,D8DA5BC4-1FF,88387e3a-db72-497d-9c5d-9e4b7e6a183e,H0062,South,ColdChain_Validated,236,266,Shortage,5/29/2026,6.24,57.06,0.39
D52107,FAA35332-55C,04eddaab-cde9-4f5d-a543-06184de7c68f,H0023,West,Quality_Checked,495,256,Surplus,12/26/2026,9.17,7.99,0.536
D52108,F17B7FEF-8B0,30d0439b-9232-4541-8a79-5ab2208ca30d,H0008,Central,Requested_By_Pharmacy,278,333,Shortage,5/3/2026,5.39,84.38,0.382
D52109,9BC53A43-F13,6587419d-b384-43e9-9951-2890c7e89988,H0020,East,Received_From_Distributor,129,423,Shortage,4/15/2026,9.59,104.02,0.28
D52110,9A6FC373-7C9,4c0fcdb6-4534-4ed0-806f-d5d991af120b,H0030,East,Temperature_Alert,390,204,Surplus,1/13/2027,7.21,62.97,0.593
D52111,46B7F948-D5E,be1435a5-3be7-439e-b19c-3a6592a90383,H0075,East,Temperature_Alert,98,203,Shortage,8/3/2026,1.21,79.76,0.403
D52112,D35CEE42-379,bfbd6f12-2335-4bc7-89e7-8a040e015d89,H0054,East,Delivered,338,200,Surplus,11/25/2027,2.45,30.95,0.894
D52113,BD9A542B-10E,7e56eea2-d8e6-4350-81a5-22c19befda5b,H0020,South,Dispatched_For_Transfer,77,318,Shortage,7/23/2027,7.29,59.07,0.777
D52114,5711337B-383,57acc702-56e5-427b-8e86-2265e702e821,H0002,West,Stored_In_Inventory,407,81,Surplus,5/1/2026,2.77,51.82,0.343
D52115,AA22A99A-4B2,8a2f8c7d-422f-45c6-8222-d1e3b7c9059d,H0098,South,Stored_In_Inventory,366,23,Surplus,5/4/2027,7.69,63.69,0.691
D52116,50A4B9AA-CFD,0e5acc04-1075-4ee5-a63e-a5acfb827357,H0017,Central,Stored_In_Inventory,107,66,Surplus,6/17/2026,5.9,63.32,0.415
D52117,91B48C10-AEF,95ca2de4-f6bb-4c18-a279-6d4387d91263,H0015,South,ColdChain_Validated,276,331,Shortage,9/21/2027,8.59,114,0.81
D52118,B3948925-6F0,ea1444db-fb6d-414c-8223-82e9261870d3,H0065,Central,Quality_Checked,114,398,Shortage,8/19/2026,4.21,53.87,0.479
D52119,3B7626DD-F43,b7502fdb-1e73-4403-8372-226b4ad24e8f,H0069,North,ColdChain_Validated,449,285,Surplus,11/1/2026,10.04,188.49,0.466
D52120,AB7605CB-A45,fb3f5342-0e1c-4abe-97ec-8528f1ac91cd,H0098,North,Dispatched_For_Transfer,332,432,Shortage,4/11/2027,5.28,104.7,0.717
D52121,76AEFCE2-2CF,a80633f6-a2e5-4e71-b4e2-1785e771bd64,H0069,Central,ColdChain_Validated,132,254,Shortage,12/1/2027,9.76,30.15,0.855
D52122,3E5A1F00-674,158dfdec-0a6d-428f-afb0-24758c861f8e,H0072,South,Stored_In_Inventory,485,231,Surplus,9/5/2026,1.21,59.52,0.435
D52123,8809F366-25F,ced7745c-1d53-433b-ab40-f848397c34fb,H0068,Central,Dispatched_For_Transfer,38,131,Shortage,4/21/2026,5.32,147.3,0.371
D52124,47D4C201-0A8,c8a58f2e-d42f-4854-9b39-be8919106c8d,H0043,East,Temperature_Alert,146,62,Surplus,4/24/2026,3.42,7.66,0.349
D52125,8DCA00EF-C21,724bee2c-c262-424f-89b8-2d5d84feb80f,H0012,South,Stored_In_Inventory,204,413,Shortage,10/9/2027,5.88,187.87,0.881
D52126,896EC6C7-384,827e919f-341b-4a46-95e7-4321b8633dd1,H0100,North,Quality_Checked,418,380,Surplus,5/11/2026,11.41,91.81,0.269
D52127,B69A0F4C-ACE,1e1cf050-2fa1-4852-85fe-a9036dc9fcb2,H0094,West,Received_From_Distributor,235,208,Surplus,9/26/2027,2.75,106.61,0.841
D52128,8A5E86DB-0E8,fbad812a-cb08-404c-b465-4a023bab89a1,H0083,North,Temperature_Alert,341,247,Surplus,8/19/2027,1.97,197.74,0.789
D52129,47498E92-93A,5683ae73-4975-4843-bb8d-56d841fbf334,H0022,West,Temperature_Alert,179,371,Shortage,12/2/2027,1.64,103.16,0.884
D52130,11BB0C90-854,77e6fe8a-a031-48f6-8e55-6bd2233560cc,H0092,Central,Received_From_Distributor,18,428,Shortage,3/11/2027,2.36,189.81,0.64
D52131,26364919-048,3212c2b4-5c79-4ec8-9209-8e8582ce668a,H0094,Central,Dispatched_For_Transfer,472,336,Surplus,11/2/2027,1.68,183.47,0.856
D52132,E532278B-033,3bf320a1-a047-47ee-bbbd-2368f39874e7,H0070,East,Received_From_Distributor,49,330,Shortage,7/10/2027,8.53,188.56,0.74
D52133,D23FD115-68E,a778a9cf-1309-48ee-b6b9-e6f968d477b7,H0020,North,Delivered,34,256,Shortage,8/10/2027,2.29,163.41,0.786
D52134,2328CC1F-B52,b3fc8461-6fb9-405a-93af-3a075c1a5ca0,H0015,North,ColdChain_Validated,270,398,Shortage,2/5/2027,3.17,62.8,0.623
D52135,1308180A-D3F,57c92b57-b3d6-4ce8-be82-d6b03ed805e8,H0008,Central,Temperature_Alert,404,326,Surplus,8/30/2026,8.1,72.54,0.443
D52136,47C67C28-421,b85ff722-27e0-4235-ba9f-54bccfe057ad,H0037,Central,Temperature_Alert,452,380,Surplus,2/7/2027,5.91,76.17,0.643
D52137,73790486-2DA,3476fedc-ee5c-4043-a66b-5bc64104a270,H0028,East,Quality_Checked,235,413,Shortage,10/18/2026,1.6,195.94,0.485
D52138,1A2030A6-BD1,f1e7fdaa-d2cc-43ee-b679-162e351b50a3,H0011,South,Delivered,481,203,Surplus,10/11/2027,11.68,75.35,0.767
D52139,931BB83D-501,d0e2714d-8a8f-4498-ba10-940128090f52,H0070,Central,Received_From_Distributor,133,347,Shortage,7/15/2026,7.6,26.19,0.408
D52140,16F8305B-439,d695ad94-2965-444a-aa90-85b72b978c5d,H0027,East,Quality_Checked,472,244,Surplus,10/18/2026,7.75,156.77,0.498
D52141,B8A423E5-21A,4e0b819a-81e9-4b2d-ac73-315ffda562ac,H0042,Central,Received_From_Distributor,47,143,Shortage,7/7/2027,10.38,76.38,0.7
D52142,90520845-308,9f631566-e7ae-4998-89b1-988b52e4c78b,H0075,South,Stored_In_Inventory,337,126,Surplus,4/3/2027,11,126.08,0.595
D52143,DF217F81-664,da0254f0-e77e-4a12-b23e-d22442716a85,H0083,West,Dispatched_For_Transfer,260,424,Shortage,11/11/2026,1.63,185.25,0.509
D52144,7758C90D-DC0,aed81afe-eda6-470c-b9ef-69e1af44fbad,H0076,West,Received_From_Distributor,398,53,Surplus,7/12/2026,1.75,117.22,0.392
D52145,337E860C-587,92ed3271-bb07-4959-9b1b-5922e00fdd6d,H0081,Central,Received_From_Distributor,185,308,Shortage,6/11/2027,9.54,129.35,0.691
D52146,DA927A09-829,a1d263a1-a78c-4e79-8810-69ee38af33de,H0008,South,Stored_In_Inventory,99,119,Shortage,10/28/2027,8.65,130.36,0.844
D52147,B8626419-FF0,f554d1bb-a93b-4428-9fc0-b81586399c47,H0059,East,Quality_Checked,411,347,Surplus,8/16/2027,3.38,124.42,0.814
D52148,6230793D-F89,e075a11e-dff3-47f4-9bfc-55b392c24543,H0060,North,Dispatched_For_Transfer,463,255,Surplus,6/19/2027,4.53,36.16,0.781
D52149,BB858E3C-84B,b0e7ea3a-9d37-4a59-af0f-39acf6ac519a,H0095,Central,Stored_In_Inventory,46,11,Surplus,6/27/2027,7.72,94,0.743
D52150,20ACB6D6-3BB,67c9ca51-6a66-4677-88ed-4d9c3e3420e9,H0062,North,Quality_Checked,325,223,Surplus,8/24/2026,9.68,6.49,0.406
D52151,03C3160A-48D,19a7b91b-169f-46a9-ac2b-2d34db7a3ca4,H0019,West,Temperature_Alert,185,81,Surplus,8/30/2027,7.63,127.12,0.807
D52152,434634DF-D9B,8274d1d9-3101-410e-9563-bdbdb0fbd4f6,H0043,Central,Delivered,470,183,Surplus,4/5/2027,9.71,117.19,0.623
D52153,03DAF369-7DE,84973e08-34d9-4ee1-8480-f3465a570d98,H0060,South,ColdChain_Validated,293,149,Surplus,6/25/2027,3.51,67.04,0.766
D52154,C5F5D096-0C1,0a374c8c-7ea5-4d5e-8d1f-e5ebd951228e,H0051,Central,Received_From_Distributor,462,420,Surplus,1/9/2028,4.64,107.16,0.981
D52155,C2C6C326-BAB,f3a18bcf-2547-462a-9417-af063f4c8908,H0084,West,Delivered,470,158,Surplus,12/22/2027,2.12,101.15,0.913
D52156,D70C96E1-794,29c88d2c-674c-47d3-bd8c-84242c285d34,H0064,South,Requested_By_Pharmacy,90,125,Shortage,9/17/2026,11.83,53.93,0.386
D52157,D70E0AE2-276,8d11742a-6c51-4d72-b480-b71bfe652d8a,H0066,Central,Delivered,123,128,Shortage,10/18/2027,9.9,62.19,0.81
D52158,1EC37206-7B2,f33e9900-754f-445c-8714-3a4ea23a3ffc,H0070,South,ColdChain_Validated,49,154,Shortage,4/15/2027,8.87,153.7,0.649
D52159,6810CB8C-BA9,a65cc61c-0c6b-445f-883c-74f39cbee3e2,H0091,East,Received_From_Distributor,310,401,Shortage,12/21/2027,3.14,152.37,0.933
D52160,1FC23561-1F2,d5a8065a-e4c5-4b29-9d2f-b8946d330988,H0048,South,Stored_In_Inventory,233,385,Shortage,12/1/2026,8.69,96.61,0.522
D52161,2ABE8D19-D77,cd530e93-b5a2-4384-a8d6-dbd666c32442,H0018,North,Stored_In_Inventory,327,272,Surplus,1/8/2028,10.49,144.91,0.878
